chokepoint_id,ship_type,entry_sog_kn,queue_depth,hour_of_day,day_of_week,month,recent_throughput_24h,bbox_diagonal_km,transit_minutes,entry_ts,_synthetic
Bab el-Mandeb,bulker,8.71,5,7,6,1,20,650.0,171.5,1706428344.6,True
Bab el-Mandeb,unknown,13.39,10,4,5,2,34,650.0,178.8,1707539935.9,True
Bab el-Mandeb,tanker,8.36,13,1,0,2,44,650.0,202.9,1708910489.1,True
Bab el-Mandeb,tanker,11.47,9,8,1,1,36,650.0,237.9,1706601893.0,True
Bab el-Mandeb,container,10.98,4,21,5,1,6,650.0,125.6,1705785135.1,True
Bab el-Mandeb,container,11.68,14,15,5,3,57,650.0,154.0,1711208648.9,True
Bab el-Mandeb,unknown,14.11,8,4,4,1,25,650.0,153.0,1705034914.2,True
Bab el-Mandeb,tanker,15.45,11,18,5,3,40,650.0,211.8,1709402541.5,True
Bab el-Mandeb,tanker,9.16,12,15,2,1,46,650.0,197.2,1706713718.6,True
Bab el-Mandeb,unknown,12.61,10,0,3,1,25,650.0,156.7,1704933174.0,True
Bab el-Mandeb,other,12.09,11,8,3,3,25,650.0,193.9,1709799292.0,True
Bab el-Mandeb,container,10.12,13,10,2,3,43,650.0,184.5,1709720474.4,True
Bab el-Mandeb,bulker,14.75,12,19,6,3,44,650.0,186.6,1710099243.9,True
Bab el-Mandeb,container,12.89,8,12,3,2,34,650.0,154.2,1707394505.8,True
Bab el-Mandeb,tanker,11.11,12,0,3,2,43,650.0,220.7,1706748101.9,True
Bab el-Mandeb,other,8.15,15,2,6,2,53,650.0,197.9,1708829576.3,True
Bab el-Mandeb,bulker,15.15,7,11,0,1,30,650.0,155.3,1706527994.1,True
Bab el-Mandeb,bulker,11.17,9,10,4,1,33,650.0,246.6,1704452383.7,True
Bab el-Mandeb,container,8.42,7,10,6,1,13,650.0,115.0,1704623862.9,True
Bab el-Mandeb,unknown,4.0,5,16,5,2,24,650.0,154.4,1708186929.6,True
Bab el-Mandeb,container,10.95,13,20,5,1,41,650.0,154.9,1704574317.0,True
Bab el-Mandeb,bulker,8.64,9,12,3,1,34,650.0,204.2,1706186071.3,True
Bab el-Mandeb,tanker,11.18,6,9,0,1,14,650.0,157.7,1704101421.6,True
Bab el-Mandeb,unknown,17.3,7,23,2,2,40,650.0,213.7,1709164300.9,True
Bab el-Mandeb,container,9.88,0,16,0,1,6,650.0,145.5,1706546954.9,True
Bab el-Mandeb,container,8.65,13,10,0,1,49,650.0,228.4,1706523105.6,True
Bab el-Mandeb,other,9.23,7,18,4,1,20,650.0,126.0,1705690260.2,True
Bab el-Mandeb,other,11.66,11,6,4,2,51,650.0,179.4,1707459452.9,True
Bab el-Mandeb,container,11.02,14,10,1,1,56,650.0,168.3,1704190965.2,True
Bab el-Mandeb,container,12.06,12,20,3,2,42,650.0,152.8,1709237491.0,True
Bab el-Mandeb,other,8.79,14,19,4,3,42,650.0,241.1,1711135374.1,True
Bab el-Mandeb,tanker,4.14,10,15,6,1,34,650.0,196.5,1704640258.8,True
Strait of Malacca,tanker,8.36,8,14,3,2,20,650.0,496.4,1707403688.1,True
Strait of Malacca,tanker,10.03,1,3,4,1,8,650.0,427.1,1705635526.0,True
Strait of Malacca,container,10.72,8,17,0,2,25,650.0,439.3,1708967911.2,True
Strait of Malacca,bulker,8.37,5,14,3,2,21,650.0,540.4,1709216567.7,True
Strait of Malacca,container,9.48,17,0,1,1,47,650.0,549.3,1705968716.4,True
Strait of Malacca,container,11.75,21,21,6,2,61,650.0,594.3,1707080404.2,True
Strait of Malacca,container,15.0,4,2,6,3,15,650.0,261.0,1710641480.6,True
Strait of Malacca,bulker,8.87,12,4,3,1,49,650.0,526.1,1706156729.0,True
Strait of Malacca,unknown,11.78,6,21,2,2,21,650.0,372.2,1707946093.7,True
Strait of Malacca,tanker,6.69,12,22,3,1,45,650.0,584.0,1705013463.7,True
Strait of Malacca,unknown,13.12,11,3,1,1,38,650.0,470.0,1706586465.0,True
Strait of Malacca,bulker,13.43,9,19,3,1,28,650.0,432.7,1706211525.9,True
Strait of Malacca,other,11.17,9,19,4,1,34,650.0,473.0,1706296517.2,True
Strait of Malacca,tanker,10.63,17,17,4,2,40,650.0,487.3,1706896085.3,True
Strait of Malacca,container,12.9,7,13,4,3,33,650.0,410.8,1711717388.2,True
Strait of Malacca,unknown,6.13,4,12,6,1,8,650.0,404.9,1705838659.5,True
Strait of Malacca,tanker,14.0,5,20,0,1,9,650.0,509.2,1705956658.1,True
Strait of Malacca,bulker,13.17,9,5,0,1,33,650.0,550.2,1705899676.3,True
Strait of Malacca,container,16.09,9,8,6,1,23,650.0,435.9,1704617744.5,True
Strait of Malacca,bulker,10.44,7,1,3,3,22,650.0,536.1,1710380390.5,True
Strait of Malacca,unknown,8.75,10,22,1,1,19,650.0,618.8,1706655094.6,True
Strait of Malacca,bulker,8.0,4,8,0,3,16,650.0,455.7,1709539714.0,True
Strait of Malacca,other,9.65,5,8,6,2,15,650.0,412.3,1708851228.9,True
Strait of Malacca,container,14.98,10,15,6,3,28,650.0,526.8,1710086011.3,True
Strait of Malacca,container,8.86,6,8,2,3,23,650.0,468.9,1709714354.3,True
Strait of Malacca,container,11.18,1,18,5,3,9,650.0,413.0,1711217024.4,True
Strait of Malacca,tanker,9.72,6,23,0,1,17,650.0,457.5,1706571896.3,True
Strait of Malacca,tanker,11.26,14,8,6,2,61,650.0,548.9,1708849344.8,True
Strait of Malacca,bulker,11.47,13,13,6,1,44,650.0,451.5,1705239386.6,True
Strait of Malacca,container,13.64,15,7,0,1,43,650.0,431.3,1705304499.6,True
Strait of Malacca,container,11.64,7,17,3,1,21,650.0,480.0,1706203154.7,True
Strait of Malacca,container,9.11,8,4,6,1,27,650.0,557.4,1706415950.6,True
Strait of Malacca,container,13.82,13,6,3,2,63,650.0,469.4,1707979905.7,True
Strait of Malacca,other,5.69,10,22,1,2,39,650.0,425.8,1707861702.7,True
Strait of Malacca,other,9.38,8,15,4,1,33,650.0,443.4,1704468282.5,True
Strait of Malacca,bulker,7.47,9,2,2,2,29,650.0,348.1,1707272705.5,True
Strait of Malacca,container,13.82,12,21,1,2,21,650.0,503.2,1709070762.3,True
Strait of Malacca,bulker,12.05,4,7,4,3,20,650.0,498.9,1710486045.6,True
Strait of Malacca,tanker,9.59,9,2,6,2,31,650.0,547.7,1708827277.4,True
Strait of Malacca,bulker,8.77,10,20,4,1,38,650.0,500.4,1704485352.1,True
Strait of Malacca,unknown,6.87,3,18,3,1,13,650.0,398.7,1704392715.2,True
Strait of Malacca,tanker,15.19,4,18,5,1,9,650.0,466.8,1705774064.3,True
Strait of Malacca,unknown,9.06,13,22,6,2,52,650.0,483.6,1708899832.8,True
Strait of Malacca,container,10.57,9,12,1,2,35,650.0,336.8,1707825613.1,True
Strait of Malacca,container,13.53,9,15,5,1,19,650.0,492.8,1704555247.2,True
Strait of Malacca,container,8.94,10,13,0,3,39,650.0,347.5,1711372946.7,True
Strait of Malacca,container,8.38,5,4,4,1,13,650.0,487.2,1705032590.5,True
Strait of Malacca,container,11.08,7,8,4,1,27,650.0,421.6,1704444293.9,True
Strait of Malacca,unknown,13.0,5,6,0,1,19,650.0,446.5,1704092143.0,True
Strait of Malacca,tanker,9.31,13,12,2,2,64,650.0,517.3,1708518878.9,True
Strait of Malacca,container,11.1,14,20,4,2,36,650.0,484.2,1707512372.3,True
Strait of Malacca,tanker,11.25,7,7,6,2,13,650.0,552.6,1707637760.6,True
Strait of Malacca,unknown,16.08,4,14,5,2,13,650.0,482.4,1707575641.4,True
Strait of Malacca,tanker,13.69,8,9,3,1,17,650.0,459.2,1704361646.9,True
Strait of Malacca,tanker,10.66,14,5,1,2,39,650.0,503.0,1707803674.6,True
Strait of Malacca,other,10.53,12,9,5,3,42,650.0,492.6,1711185648.6,True
Strait of Malacca,bulker,10.5,13,9,4,2,32,650.0,575.6,1707470070.1,True
Strait of Malacca,tanker,9.72,9,18,2,2,32,650.0,550.8,1709145422.4,True
Strait of Malacca,unknown,11.03,6,5,2,1,18,650.0,383.6,1706074352.8,True
Strait of Malacca,tanker,9.55,11,11,3,1,33,650.0,523.1,1705575744.3,True
Strait of Malacca,container,11.28,3,12,1,1,6,650.0,368.4,1706616802.0,True
Strait of Malacca,container,11.12,9,8,0,3,22,650.0,489.7,1710752305.5,True
Strait of Malacca,bulker,5.71,7,4,2,3,19,650.0,411.6,1711513438.8,True
Strait of Malacca,bulker,6.28,7,22,0,2,33,650.0,561.4,1708381522.3,True
Strait of Malacca,bulker,8.61,8,14,5,3,28,650.0,495.1,1709995636.7,True
Strait of Malacca,tanker,9.33,7,4,6,2,33,650.0,506.4,1708836681.4,True
Strait of Malacca,bulker,12.54,10,13,2,1,32,650.0,563.6,1705497474.3,True
Strait of Malacca,container,11.82,12,15,0,2,32,650.0,552.8,1707146954.4,True
Strait of Malacca,tanker,10.45,7,17,0,3,24,650.0,481.3,1710784302.8,True
Strait of Malacca,bulker,7.33,9,22,2,1,30,650.0,488.8,1706740638.9,True
Strait of Malacca,bulker,9.91,7,13,6,3,24,650.0,457.6,1709472012.9,True
Strait of Malacca,other,13.31,12,10,3,2,51,650.0,573.2,1708596173.6,True
Strait of Malacca,container,10.31,10,4,5,3,35,650.0,437.3,1711168368.1,True
Strait of Malacca,container,9.43,18,12,2,2,46,650.0,451.0,1707307221.3,True
Strait of Malacca,other,9.25,13,14,2,3,41,650.0,547.3,1710945057.6,True
Strait of Malacca,container,13.64,9,17,5,3,34,650.0,397.4,1711820077.0,True
Strait of Malacca,other,12.96,15,11,5,1,35,650.0,539.2,1705749923.0,True
Strait of Malacca,container,13.26,12,2,0,3,42,650.0,499.9,1710125510.7,True
Strait of Malacca,container,12.85,1,1,4,3,0,650.0,454.3,1711675006.8,True
Strait of Malacca,container,6.39,7,16,3,1,35,650.0,409.7,1704384737.6,True
Strait of Malacca,other,8.51,11,22,3,2,39,650.0,503.9,1706825001.8,True
Strait of Malacca,tanker,15.43,13,23,2,1,48,650.0,492.2,1705534784.3,True
Strait of Malacca,tanker,9.15,15,15,6,2,53,650.0,595.2,1707059363.1,True
Strait of Malacca,bulker,13.98,13,13,3,3,48,650.0,644.6,1710423221.0,True
Strait of Malacca,bulker,8.54,12,20,2,3,33,650.0,559.9,1709756687.6,True
Strait of Malacca,unknown,14.32,13,1,3,3,46,650.0,522.8,1710380348.6,True
Strait of Malacca,container,11.05,6,8,6,2,19,650.0,553.4,1708246011.7,True
Strait of Malacca,tanker,12.0,11,17,5,2,37,650.0,635.3,1708191586.8,True
Strait of Malacca,other,11.79,13,13,2,1,36,650.0,509.3,1704893146.9,True
Strait of Malacca,unknown,9.33,9,16,1,1,34,650.0,569.6,1704818559.8,True
Strait of Malacca,unknown,13.48,11,20,4,1,31,650.0,483.6,1705697022.0,True
Strait of Malacca,unknown,9.93,9,22,4,2,39,650.0,453.5,1706914431.9,True
Strait of Malacca,bulker,15.99,11,3,0,1,41,650.0,633.3,1706498063.7,True
Strait of Malacca,tanker,10.84,11,13,6,1,29,650.0,538.5,1706448674.3,True
Strait of Malacca,container,10.21,15,17,1,3,51,650.0,545.5,1710870415.2,True
Strait of Malacca,tanker,14.82,11,8,6,2,26,650.0,458.9,1708244367.3,True
Strait of Malacca,bulker,7.44,16,2,6,1,62,650.0,516.1,1705199251.0,True
Strait of Malacca,bulker,13.94,11,8,5,3,42,650.0,595.7,1711184151.2,True
Strait of Malacca,container,11.59,10,13,5,3,19,650.0,360.9,1710596019.7,True
Strait of Malacca,container,14.22,13,11,0,2,49,650.0,529.6,1708341115.7,True
Strait of Malacca,tanker,10.35,13,9,4,3,36,650.0,602.6,1709284284.5,True
Strait of Malacca,container,9.43,12,2,2,3,63,650.0,473.9,1710902334.2,True
Strait of Malacca,bulker,8.28,11,2,2,1,27,650.0,468.1,1704854126.9,True
Strait of Malacca,container,12.21,11,3,2,3,34,650.0,382.2,1710904156.4,True
Strait of Malacca,other,6.99,7,9,4,3,21,650.0,539.8,1711705026.9,True
Strait of Malacca,container,8.43,17,12,1,3,65,650.0,532.2,1709642270.0,True
Strait of Malacca,tanker,12.4,13,9,3,2,44,650.0,482.2,1707385450.9,True
Strait of Malacca,container,14.69,13,5,2,2,53,650.0,529.5,1707284299.7,True
Strait of Malacca,container,11.67,8,7,0,2,35,650.0,391.1,1708328911.5,True
Strait of Malacca,container,9.67,12,23,0,3,44,650.0,553.0,1709595062.6,True
Strait of Malacca,bulker,8.54,7,12,5,2,25,650.0,485.1,1708776280.6,True
Strait of Malacca,tanker,11.88,13,16,5,2,39,650.0,581.4,1708792640.3,True
Strait of Malacca,container,8.27,1,20,2,2,1,650.0,406.4,1707338826.6,True
Strait of Malacca,other,12.06,10,15,1,2,43,650.0,480.7,1708442778.9,True
Strait of Malacca,tanker,9.98,7,5,3,2,27,650.0,514.5,1708580443.6,True
Strait of Malacca,unknown,12.6,12,10,4,2,26,650.0,552.5,1706869529.3,True
Strait of Malacca,tanker,10.43,10,16,2,2,38,650.0,484.9,1707321695.3,True
Strait of Malacca,container,8.11,11,6,3,3,29,650.0,329.4,1711002522.7,True
Strait of Malacca,container,12.51,11,10,4,2,44,650.0,458.1,1708078763.8,True
Strait of Malacca,container,8.49,11,13,5,2,25,650.0,452.5,1706967762.8,True
Strait of Malacca,tanker,11.62,10,5,6,3,50,650.0,493.2,1710049509.8,True
Strait of Malacca,tanker,7.69,11,3,4,1,23,650.0,564.5,1705030573.4,True
Strait of Malacca,unknown,13.16,10,6,5,3,31,650.0,395.8,1709966080.6,True
Strait of Malacca,other,9.81,11,12,6,3,34,650.0,547.6,1710072351.3,True
Strait of Malacca,other,9.62,5,16,5,3,12,650.0,416.1,1711817979.9,True
Strait of Malacca,bulker,11.43,10,0,2,3,32,650.0,542.0,1710291497.7,True
Strait of Malacca,tanker,11.72,7,18,2,3,29,650.0,611.4,1710959849.7,True
Strait of Malacca,container,7.85,9,6,5,3,40,650.0,456.1,1711174935.1,True
Strait of Malacca,unknown,9.29,7,2,6,1,17,650.0,517.9,1704593165.2,True
Strait of Malacca,container,12.18,10,8,5,3,26,650.0,467.4,1709974414.9,True
Strait of Malacca,other,12.01,14,18,4,1,51,650.0,562.5,1704480581.3,True
Strait of Malacca,other,14.8,2,6,4,2,0,650.0,488.3,1706854175.1,True
Strait of Malacca,other,11.91,14,10,5,2,58,650.0,479.3,1708165323.5,True
Strait of Malacca,unknown,6.03,14,14,5,3,55,650.0,462.8,1711808411.6,True
Strait of Malacca,other,12.94,4,7,3,3,1,650.0,411.1,1710402044.9,True
Strait of Malacca,unknown,11.42,10,11,6,3,34,650.0,504.3,1710069666.5,True
Strait of Malacca,container,11.79,9,11,5,2,32,650.0,411.2,1708773580.1,True
Strait of Malacca,tanker,10.24,10,15,5,1,41,650.0,497.5,1704553602.7,True
Strait of Malacca,bulker,9.67,13,10,1,3,45,650.0,513.6,1710239780.9,True
Strait of Malacca,tanker,14.43,16,21,1,3,46,650.0,510.2,1709673059.8,True
Strait of Malacca,bulker,12.65,15,6,1,3,50,650.0,563.3,1710224468.9,True
Strait of Malacca,tanker,13.86,8,15,1,3,26,650.0,517.2,1710863358.6,True
Strait of Malacca,unknown,11.42,11,1,2,2,31,650.0,547.6,1708479353.5,True
Strait of Malacca,bulker,10.4,3,12,5,3,14,650.0,448.6,1711803242.3,True
Strait of Malacca,container,11.04,13,5,4,2,40,650.0,483.1,1708061875.4,True
Strait of Malacca,other,7.66,14,13,4,3,40,650.0,505.9,1709300652.2,True
Strait of Malacca,tanker,12.13,2,1,5,1,11,650.0,373.1,1706317699.9,True
Strait of Malacca,bulker,12.63,12,2,1,3,45,650.0,582.5,1709607573.6,True
Strait of Malacca,other,11.97,9,18,3,1,35,650.0,541.0,1704394030.3,True
Strait of Malacca,other,10.53,6,14,4,2,27,650.0,251.5,1708093144.6,True
Strait of Malacca,tanker,10.13,17,12,5,1,57,650.0,540.8,1704542542.2,True
Strait of Malacca,tanker,12.46,14,4,1,2,39,650.0,618.6,1709008298.0,True
Strait of Malacca,other,14.28,10,12,3,1,36,650.0,463.3,1706186693.4,True
Strait of Malacca,bulker,15.42,9,22,6,2,32,650.0,457.7,1707688882.7,True
Strait of Malacca,unknown,9.89,10,13,3,3,42,650.0,430.0,1710422308.8,True
Strait of Malacca,container,12.03,6,17,0,2,28,650.0,348.4,1708364694.7,True
Strait of Malacca,bulker,8.6,8,7,6,1,40,650.0,472.7,1705215937.3,True
Strait of Malacca,container,13.21,12,16,2,2,38,650.0,443.2,1709137529.0,True
Strait of Malacca,bulker,10.04,11,3,0,2,21,650.0,533.2,1708313302.3,True
Strait of Malacca,other,17.32,13,22,6,1,49,650.0,465.7,1706480883.3,True
Strait of Malacca,unknown,10.56,6,16,6,2,17,650.0,521.2,1707065284.5,True
Strait of Malacca,container,10.3,7,1,3,2,32,650.0,466.8,1706749545.4,True
Strait of Malacca,bulker,12.42,15,0,4,3,55,650.0,608.9,1709254528.9,True
Strait of Malacca,container,10.31,6,21,5,3,28,650.0,430.7,1709415741.4,True
Strait of Malacca,tanker,8.41,14,12,0,3,36,650.0,524.0,1710764181.6,True
Strait of Malacca,other,14.31,8,21,2,2,44,650.0,589.1,1707944841.1,True
Strait of Malacca,tanker,7.8,10,21,0,1,47,650.0,497.9,1704146029.7,True
Strait of Malacca,tanker,10.09,14,9,1,3,66,650.0,548.4,1711444854.2,True
Strait of Malacca,tanker,13.24,17,15,6,1,67,650.0,619.7,1705246707.4,True
Strait of Malacca,bulker,10.46,10,11,5,3,35,650.0,618.8,1711797247.5,True
Singapore Strait,container,10.59,8,12,0,1,24,150.0,536.5,1704110741.2,True
Singapore Strait,bulker,14.42,12,20,3,2,30,150.0,543.6,1707425250.1,True
Singapore Strait,container,11.15,11,8,2,2,29,150.0,487.9,1708503275.7,True
Singapore Strait,bulker,7.99,20,22,1,1,59,150.0,535.8,1706652060.1,True
Singapore Strait,other,12.32,10,12,4,1,29,150.0,466.6,1704458689.3,True
Singapore Strait,tanker,12.91,5,4,6,1,5,150.0,526.6,1704601240.0,True
Singapore Strait,bulker,14.06,0,0,2,3,5,150.0,494.8,1710290931.8,True
Singapore Strait,bulker,12.74,0,11,6,2,0,150.0,414.5,1708859253.6,True
Singapore Strait,other,12.95,6,13,5,1,13,150.0,520.3,1705152751.3,True
Singapore Strait,container,15.77,9,4,4,3,29,150.0,405.1,1711685921.6,True
Singapore Strait,container,11.44,11,16,1,3,46,150.0,460.2,1711470342.5,True
Singapore Strait,bulker,9.62,7,0,5,1,20,150.0,456.1,1704502196.2,True
Singapore Strait,container,12.42,0,3,6,2,0,150.0,359.5,1708225819.7,True
Singapore Strait,tanker,11.61,13,5,1,1,38,150.0,495.9,1705987166.2,True
Singapore Strait,container,7.54,10,15,1,1,34,150.0,453.1,1704812759.3,True
Singapore Strait,bulker,8.49,12,23,2,3,31,150.0,522.0,1709768599.1,True
Singapore Strait,unknown,11.12,13,14,5,2,39,150.0,456.7,1707576357.2,True
Singapore Strait,container,10.76,9,8,2,2,28,150.0,440.9,1708503703.6,True
Singapore Strait,container,9.39,10,5,3,2,47,150.0,334.9,1707370115.8,True
Singapore Strait,container,10.25,11,10,5,2,37,150.0,446.3,1706956002.5,True
Singapore Strait,container,10.85,18,12,2,3,74,150.0,438.0,1709728394.3,True
Singapore Strait,container,13.08,7,12,3,1,13,150.0,394.7,1705582264.2,True
Singapore Strait,tanker,12.61,9,1,5,3,35,150.0,463.1,1711763645.6,True
Singapore Strait,other,11.39,6,19,2,1,30,150.0,457.0,1704311301.2,True
Singapore Strait,tanker,12.8,12,23,6,1,34,150.0,489.0,1705275587.8,True
Singapore Strait,tanker,11.2,11,20,1,2,44,150.0,648.1,1708461024.5,True
Singapore Strait,other,5.49,6,0,4,2,12,150.0,391.4,1707440035.0,True
Singapore Strait,container,15.53,12,20,2,2,32,150.0,482.0,1707338934.9,True
Singapore Strait,unknown,13.54,11,6,1,3,40,150.0,450.2,1710223367.0,True
Singapore Strait,bulker,9.6,7,23,4,3,29,150.0,514.3,1710546470.7,True
Singapore Strait,unknown,9.2,15,23,2,1,35,150.0,512.8,1704928315.3,True
Singapore Strait,other,7.72,15,19,5,2,48,150.0,488.4,1707591952.5,True
Singapore Strait,tanker,10.34,13,21,5,1,40,150.0,469.2,1705787961.1,True
Singapore Strait,bulker,10.47,11,11,4,3,22,150.0,534.8,1709898594.7,True
Singapore Strait,bulker,8.35,9,11,1,2,43,150.0,503.9,1708427427.0,True
Singapore Strait,other,10.89,17,16,4,3,61,150.0,504.2,1711126268.8,True
Singapore Strait,other,9.4,15,20,2,3,67,150.0,450.1,1711572193.0,True
Singapore Strait,other,10.11,3,10,3,2,5,150.0,485.4,1706784106.6,True
Singapore Strait,container,15.04,8,12,3,2,23,150.0,478.8,1708000542.6,True
Singapore Strait,tanker,6.38,15,20,0,3,56,150.0,496.9,1710795309.0,True
Singapore Strait,container,9.08,11,11,1,1,44,150.0,319.6,1706009836.7,True
Singapore Strait,other,10.05,2,11,3,2,8,150.0,344.2,1707390848.6,True
Singapore Strait,unknown,10.57,9,15,5,2,34,150.0,409.7,1707580270.8,True
Singapore Strait,container,10.65,8,12,6,3,23,150.0,472.5,1710074454.8,True
Singapore Strait,bulker,14.73,10,20,0,3,35,150.0,526.4,1711398137.5,True
Singapore Strait,bulker,9.06,15,5,1,3,57,150.0,519.2,1710826159.9,True
Singapore Strait,bulker,13.48,14,15,4,1,43,150.0,588.3,1704468501.2,True
Singapore Strait,unknown,9.27,13,5,5,1,55,150.0,493.2,1706333050.0,True
Singapore Strait,unknown,10.92,8,23,1,3,22,150.0,439.1,1710889923.3,True
Singapore Strait,other,15.52,9,16,0,1,18,150.0,459.9,1706546679.9,True
Singapore Strait,tanker,13.84,7,5,3,3,27,150.0,480.3,1710394363.0,True
Singapore Strait,bulker,9.76,6,14,2,3,27,150.0,503.7,1711549374.9,True
Singapore Strait,container,11.55,7,5,1,3,24,150.0,371.2,1711429414.6,True
Singapore Strait,other,12.19,7,17,2,1,12,150.0,423.3,1706720672.9,True
Singapore Strait,container,10.8,14,13,0,2,40,150.0,504.5,1707138691.3,True
Singapore Strait,bulker,10.7,9,22,4,2,22,150.0,601.9,1708726158.7,True
Singapore Strait,bulker,12.56,20,23,4,3,83,150.0,603.9,1711150244.9,True
Singapore Strait,bulker,8.86,10,12,5,3,27,150.0,600.1,1709383750.1,True
Singapore Strait,container,7.87,2,4,4,3,13,150.0,453.9,1709873775.9,True
Singapore Strait,other,8.3,9,8,1,3,36,150.0,588.4,1709628004.4,True
Singapore Strait,tanker,12.42,4,15,5,2,22,150.0,490.3,1708788847.3,True
Singapore Strait,unknown,9.67,9,6,3,2,38,150.0,536.3,1706770697.7,True
Singapore Strait,unknown,11.7,7,21,1,1,31,150.0,461.9,1706046559.1,True
Singapore Strait,container,11.41,15,10,0,1,39,150.0,392.9,1705314973.2,True
Singapore Strait,unknown,14.14,4,8,5,3,13,150.0,434.2,1711181014.1,True
Singapore Strait,other,13.97,6,4,4,1,17,150.0,439.1,1704429926.3,True
Singapore Strait,container,16.18,6,10,6,1,22,150.0,513.6,1705229749.0,True
Singapore Strait,bulker,8.9,14,9,5,2,35,150.0,648.0,1707556062.7,True
Singapore Strait,other,15.28,8,12,0,1,30,150.0,414.2,1704717315.5,True
Singapore Strait,other,11.32,8,1,4,1,27,150.0,473.9,1705023217.6,True
Singapore Strait,tanker,10.02,9,14,4,2,38,150.0,561.0,1708095104.0,True
Singapore Strait,tanker,7.24,15,17,0,3,41,150.0,586.2,1710781713.2,True
Singapore Strait,container,15.79,9,0,6,1,19,150.0,513.2,1705191495.8,True
Singapore Strait,container,8.61,14,10,4,2,64,150.0,408.0,1707474474.4,True
Singapore Strait,container,8.18,9,22,5,2,31,150.0,545.7,1708207765.1,True
Singapore Strait,other,8.46,3,9,2,3,9,150.0,423.2,1711531113.0,True
Singapore Strait,container,4.32,12,7,0,1,51,150.0,467.3,1704094377.0,True
Singapore Strait,tanker,10.34,14,7,2,3,43,150.0,566.8,1710314046.0,True
Singapore Strait,tanker,13.25,10,10,3,1,32,150.0,571.1,1706179906.1,True
Singapore Strait,container,10.77,14,21,0,1,62,150.0,578.7,1704145789.3,True
Singapore Strait,bulker,13.0,15,1,2,2,45,150.0,535.7,1707270336.0,True
Singapore Strait,container,11.66,10,12,3,2,33,150.0,505.7,1707394657.1,True
Singapore Strait,container,11.19,13,22,4,3,52,150.0,514.0,1709333532.1,True
Singapore Strait,tanker,11.62,12,5,0,3,30,150.0,486.8,1709529447.9,True
Singapore Strait,tanker,9.64,1,12,0,2,1,150.0,453.2,1708952324.3,True
Singapore Strait,container,9.6,12,0,5,3,40,150.0,468.4,1711759493.3,True
Singapore Strait,unknown,8.26,8,22,0,3,33,150.0,482.1,1710195030.4,True
Singapore Strait,tanker,16.57,11,9,1,3,39,150.0,614.7,1709631932.9,True
Singapore Strait,tanker,9.6,13,21,3,2,52,150.0,513.4,1708033085.8,True
Singapore Strait,container,10.66,11,3,6,2,27,150.0,382.9,1707623462.9,True
Singapore Strait,container,13.66,10,19,0,3,27,150.0,515.0,1711393220.6,True
Singapore Strait,bulker,11.94,13,15,3,3,49,150.0,410.4,1710429130.6,True
Singapore Strait,tanker,7.37,16,1,0,1,54,150.0,505.6,1705887588.2,True
Singapore Strait,tanker,12.62,3,20,5,2,9,150.0,537.0,1708200767.7,True
Singapore Strait,other,4.0,16,9,0,2,53,150.0,522.3,1708940987.4,True
Singapore Strait,container,11.16,7,2,6,2,17,150.0,422.0,1707014535.5,True
Singapore Strait,container,12.15,3,16,4,3,18,150.0,476.4,1709914028.6,True
Singapore Strait,other,7.89,8,22,3,3,23,150.0,534.9,1711664401.5,True
Singapore Strait,tanker,12.46,9,10,5,1,22,150.0,432.8,1704538542.0,True
Singapore Strait,other,12.04,10,6,6,3,35,150.0,459.9,1709447581.4,True
Singapore Strait,bulker,11.96,10,21,1,3,33,150.0,561.6,1710278114.7,True
Singapore Strait,other,10.64,9,0,5,3,35,150.0,542.6,1709338457.3,True
Singapore Strait,unknown,12.8,10,8,3,2,35,150.0,481.6,1706777180.2,True
Singapore Strait,container,8.3,0,7,0,2,2,150.0,389.5,1708327981.1,True
Singapore Strait,other,13.76,9,23,2,2,44,150.0,465.3,1709163239.8,True
Singapore Strait,container,10.71,7,6,1,3,16,150.0,421.2,1709621924.2,True
Singapore Strait,container,9.87,8,5,0,1,32,150.0,446.3,1705296599.5,True
Singapore Strait,other,12.75,12,8,5,2,31,150.0,480.8,1708159637.1,True
Singapore Strait,container,9.03,10,12,2,1,31,150.0,402.9,1704890062.2,True
Singapore Strait,tanker,8.27,6,5,3,2,20,150.0,575.6,1709185676.6,True
Singapore Strait,container,15.92,2,12,0,3,2,150.0,251.2,1710764218.1,True
Singapore Strait,container,13.03,8,1,1,2,36,150.0,391.9,1707183198.8,True
Singapore Strait,container,15.98,3,3,5,3,12,150.0,399.4,1711770089.5,True
Singapore Strait,other,7.2,12,19,1,3,24,150.0,472.1,1711481623.9,True
Singapore Strait,tanker,14.73,5,0,0,1,15,150.0,479.3,1705881898.3,True
Singapore Strait,container,8.28,8,5,1,1,35,150.0,416.4,1706592507.7,True
Singapore Strait,bulker,7.69,16,6,5,3,53,150.0,504.5,1709362393.7,True
Singapore Strait,tanker,14.75,13,13,1,1,38,150.0,526.7,1706619600.7,True
Singapore Strait,bulker,9.91,5,8,0,3,26,150.0,378.3,1711355732.7,True
Singapore Strait,tanker,7.51,7,23,0,1,29,150.0,379.5,1706569350.5,True
Singapore Strait,container,13.3,3,4,5,2,12,150.0,388.8,1708747245.8,True
Singapore Strait,unknown,13.52,17,12,3,3,75,150.0,483.4,1710420991.8,True
